====================================================================================================
 FULL VERIFICATION FILE - ALL 37,600 VALUES
====================================================================================================

Addr     Row   Col   Float           Hex      Binary               Reconstructed   Error       
33892    338   92    -0.01859003     8005     1_0000000_00000101   -0.01953125     9.41e-04    
33893    338   93    -0.23201482     803B     1_0000000_00111011   -0.23046875     1.55e-03    
33894    338   94    0.06251847      0010     0_0000000_00010000   0.06250000      1.85e-05    
33895    338   95    -0.31317675     8050     1_0000000_01010000   -0.31250000     6.77e-04    
33896    338   96    0.20139231      0034     0_0000000_00110100   0.20312500      1.73e-03    
33897    338   97    -0.15453205     8028     1_0000000_00101000   -0.15625000     1.72e-03    
33898    338   98    0.04095180      000A     0_0000000_00001010   0.03906250      1.89e-03    
33899    338   99    -0.42106870     806C     1_0000000_01101100   -0.42187500     8.06e-04    
33900    339   0     -0.12728475     8021     1_0000000_00100001   -0.12890625     1.62e-03    
33901    339   1     -0.07010870     8012     1_0000000_00010010   -0.07031250     2.04e-04    
33902    339   2     -0.04773872     800C     1_0000000_00001100   -0.04687500     8.64e-04    
33903    339   3     0.02904359      0007     0_0000000_00000111   0.02734375      1.70e-03    
33904    339   4     0.14940804      0026     0_0000000_00100110   0.14843750      9.71e-04    
33905    339   5     -0.03479628     8009     1_0000000_00001001   -0.03515625     3.60e-04    
33906    339   6     -0.06766602     8011     1_0000000_00010001   -0.06640625     1.26e-03    
33907    339   7     -0.04681843     800C     1_0000000_00001100   -0.04687500     5.66e-05    
33908    339   8     -0.15853950     8029     1_0000000_00101001   -0.16015625     1.62e-03    
33909    339   9     -0.20793450     8035     1_0000000_00110101   -0.20703125     9.03e-04    
33910    339   10    0.08744387      0016     0_0000000_00010110   0.08593750      1.51e-03    
33911    339   11    -0.13039841     8021     1_0000000_00100001   -0.12890625     1.49e-03    
33912    339   12    -0.34210044     8058     1_0000000_01011000   -0.34375000     1.65e-03    
33913    339   13    -0.09845278     8019     1_0000000_00011001   -0.09765625     7.97e-04    
33914    339   14    0.05848946      000F     0_0000000_00001111   0.05859375      1.04e-04    
33915    339   15    -0.12072156     801F     1_0000000_00011111   -0.12109375     3.72e-04    
33916    339   16    -0.00557896     8001     1_0000000_00000001   -0.00390625     1.67e-03    
33917    339   17    -0.05987309     800F     1_0000000_00001111   -0.05859375     1.28e-03    
33918    339   18    -0.04838850     800C     1_0000000_00001100   -0.04687500     1.51e-03    
33919    339   19    -0.12029398     801F     1_0000000_00011111   -0.12109375     8.00e-04    
33920    339   20    -0.06897187     8012     1_0000000_00010010   -0.07031250     1.34e-03    
33921    339   21    -0.07310194     8013     1_0000000_00010011   -0.07421875     1.12e-03    
33922    339   22    0.07977416      0014     0_0000000_00010100   0.07812500      1.65e-03    
33923    339   23    -0.14117621     8024     1_0000000_00100100   -0.14062500     5.51e-04    
33924    339   24    -0.10424907     801B     1_0000000_00011011   -0.10546875     1.22e-03    
33925    339   25    0.18094082      002E     0_0000000_00101110   0.17968750      1.25e-03    
33926    339   26    0.09556605      0018     0_0000000_00011000   0.09375000      1.82e-03    
33927    339   27    0.00114663      0000     0_0000000_00000000   0.00000000      1.15e-03    
33928    339   28    -0.02860972     8007     1_0000000_00000111   -0.02734375     1.27e-03    
33929    339   29    0.06714142      0011     0_0000000_00010001   0.06640625      7.35e-04    
33930    339   30    -0.03375020     8009     1_0000000_00001001   -0.03515625     1.41e-03    
33931    339   31    -0.08331937     8015     1_0000000_00010101   -0.08203125     1.29e-03    
33932    339   32    0.06114141      0010     0_0000000_00010000   0.06250000      1.36e-03    
33933    339   33    -0.14641072     8025     1_0000000_00100101   -0.14453125     1.88e-03    
33934    339   34    -0.11674837     801E     1_0000000_00011110   -0.11718750     4.39e-04    
33935    339   35    0.07984827      0014     0_0000000_00010100   0.07812500      1.72e-03    
33936    339   36    0.17426495      002D     0_0000000_00101101   0.17578125      1.52e-03    
33937    339   37    0.06851869      0012     0_0000000_00010010   0.07031250      1.79e-03    
33938    339   38    -0.18595824     8030     1_0000000_00110000   -0.18750000     1.54e-03    
33939    339   39    0.00993718      0003     0_0000000_00000011   0.01171875      1.78e-03    
33940    339   40    -0.01456526     8004     1_0000000_00000100   -0.01562500     1.06e-03    
33941    339   41    0.10449508      001B     0_0000000_00011011   0.10546875      9.74e-04    
33942    339   42    -0.26370648     8044     1_0000000_01000100   -0.26562500     1.92e-03    
33943    339   43    -0.08752669     8016     1_0000000_00010110   -0.08593750     1.59e-03    
33944    339   44    0.15266898      0027     0_0000000_00100111   0.15234375      3.25e-04    
33945    339   45    -0.10685492     801B     1_0000000_00011011   -0.10546875     1.39e-03    
33946    339   46    -0.04429359     800B     1_0000000_00001011   -0.04296875     1.32e-03    
33947    339   47    -0.10682000     801B     1_0000000_00011011   -0.10546875     1.35e-03    
33948    339   48    0.01233942      0003     0_0000000_00000011   0.01171875      6.21e-04    
33949    339   49    -0.02042775     8005     1_0000000_00000101   -0.01953125     8.97e-04    
33950    339   50    -0.24073087     803E     1_0000000_00111110   -0.24218750     1.46e-03    
33951    339   51    0.16935910      002B     0_0000000_00101011   0.16796875      1.39e-03    
33952    339   52    -0.00483029     8001     1_0000000_00000001   -0.00390625     9.24e-04    
33953    339   53    0.19236206      0031     0_0000000_00110001   0.19140625      9.56e-04    
33954    339   54    0.04654989      000C     0_0000000_00001100   0.04687500      3.25e-04    
33955    339   55    0.12396448      0020     0_0000000_00100000   0.12500000      1.04e-03    
33956    339   56    -0.02380917     8006     1_0000000_00000110   -0.02343750     3.72e-04    
33957    339   57    -0.03839481     800A     1_0000000_00001010   -0.03906250     6.68e-04    
33958    339   58    -0.12437998     8020     1_0000000_00100000   -0.12500000     6.20e-04    
33959    339   59    0.14772531      0026     0_0000000_00100110   0.14843750      7.12e-04    
33960    339   60    -0.21738733     8038     1_0000000_00111000   -0.21875000     1.36e-03    
33961    339   61    -0.11571776     801E     1_0000000_00011110   -0.11718750     1.47e-03    
33962    339   62    -0.06785639     8011     1_0000000_00010001   -0.06640625     1.45e-03    
33963    339   63    -0.23621917     803C     1_0000000_00111100   -0.23437500     1.84e-03    
33964    339   64    0.06982412      0012     0_0000000_00010010   0.07031250      4.88e-04    
33965    339   65    0.04497304      000C     0_0000000_00001100   0.04687500      1.90e-03    
33966    339   66    0.08375602      0015     0_0000000_00010101   0.08203125      1.72e-03    
33967    339   67    -0.09977010     801A     1_0000000_00011010   -0.10156250     1.79e-03    
33968    339   68    -0.11125561     801C     1_0000000_00011100   -0.10937500     1.88e-03    
33969    339   69    -0.00752372     8002     1_0000000_00000010   -0.00781250     2.89e-04    
33970    339   70    -0.20769458     8035     1_0000000_00110101   -0.20703125     6.63e-04    
33971    339   71    -0.14512604     8025     1_0000000_00100101   -0.14453125     5.95e-04    
33972    339   72    -0.02874761     8007     1_0000000_00000111   -0.02734375     1.40e-03    
33973    339   73    -0.10790062     801C     1_0000000_00011100   -0.10937500     1.47e-03    
33974    339   74    0.07598262      0013     0_0000000_00010011   0.07421875      1.76e-03    
33975    339   75    -0.07563099     8013     1_0000000_00010011   -0.07421875     1.41e-03    
33976    339   76    0.17639340      002D     0_0000000_00101101   0.17578125      6.12e-04    
33977    339   77    -0.03505109     8009     1_0000000_00001001   -0.03515625     1.05e-04    
33978    339   78    0.17228462      002C     0_0000000_00101100   0.17187500      4.10e-04    
33979    339   79    -0.02295464     8006     1_0000000_00000110   -0.02343750     4.83e-04    
33980    339   80    -0.05965778     800F     1_0000000_00001111   -0.05859375     1.06e-03    
33981    339   81    0.26936051      0045     0_0000000_01000101   0.26953125      1.71e-04    
33982    339   82    -0.07191028     8012     1_0000000_00010010   -0.07031250     1.60e-03    
33983    339   83    -0.04076357     800A     1_0000000_00001010   -0.03906250     1.70e-03    
33984    339   84    -0.06211213     8010     1_0000000_00010000   -0.06250000     3.88e-04    
33985    339   85    -0.04262827     800B     1_0000000_00001011   -0.04296875     3.40e-04    
33986    339   86    0.16119434      0029     0_0000000_00101001   0.16015625      1.04e-03    
33987    339   87    0.17074762      002C     0_0000000_00101100   0.17187500      1.13e-03    
33988    339   88    -0.11335786     801D     1_0000000_00011101   -0.11328125     7.66e-05    
33989    339   89    0.06811876      0011     0_0000000_00010001   0.06640625      1.71e-03    
33990    339   90    -0.19799353     8033     1_0000000_00110011   -0.19921875     1.23e-03    
33991    339   91    -0.03392011     8009     1_0000000_00001001   -0.03515625     1.24e-03    
33992    339   92    0.06708574      0011     0_0000000_00010001   0.06640625      6.79e-04    
33993    339   93    -0.18594198     8030     1_0000000_00110000   -0.18750000     1.56e-03    
33994    339   94    0.27828011      0047     0_0000000_01000111   0.27734375      9.36e-04    
33995    339   95    -0.22707364     803A     1_0000000_00111010   -0.22656250     5.11e-04    
33996    339   96    0.00924360      0002     0_0000000_00000010   0.00781250      1.43e-03    
33997    339   97    -0.20001300     8033     1_0000000_00110011   -0.19921875     7.94e-04    
33998    339   98    -0.00030710     8000     1_0000000_00000000   -0.00000000     3.07e-04    
33999    339   99    -0.64986491     80A6     1_0000000_10100110   -0.64843750     1.43e-03    
34000    340   0     -0.03058175     8008     1_0000000_00001000   -0.03125000     6.68e-04    
34001    340   1     -0.04602209     800C     1_0000000_00001100   -0.04687500     8.53e-04    
34002    340   2     -0.02811365     8007     1_0000000_00000111   -0.02734375     7.70e-04    
34003    340   3     0.07798077      0014     0_0000000_00010100   0.07812500      1.44e-04    
34004    340   4     0.36932379      005F     0_0000000_01011111   0.37109375      1.77e-03    
34005    340   5     0.15520713      0028     0_0000000_00101000   0.15625000      1.04e-03    
34006    340   6     -0.06875513     8012     1_0000000_00010010   -0.07031250     1.56e-03    
34007    340   7     0.05996558      000F     0_0000000_00001111   0.05859375      1.37e-03    
34008    340   8     0.06546687      0011     0_0000000_00010001   0.06640625      9.39e-04    
34009    340   9     -0.11078774     801C     1_0000000_00011100   -0.10937500     1.41e-03    
34010    340   10    -0.01875577     8005     1_0000000_00000101   -0.01953125     7.75e-04    
34011    340   11    -0.02938505     8008     1_0000000_00001000   -0.03125000     1.86e-03    
34012    340   12    -0.01152691     8003     1_0000000_00000011   -0.01171875     1.92e-04    
34013    340   13    0.07365297      0013     0_0000000_00010011   0.07421875      5.66e-04    
34014    340   14    -0.03526166     8009     1_0000000_00001001   -0.03515625     1.05e-04    
34015    340   15    -0.03791557     800A     1_0000000_00001010   -0.03906250     1.15e-03    
34016    340   16    0.01922457      0005     0_0000000_00000101   0.01953125      3.07e-04    
34017    340   17    0.15042162      0027     0_0000000_00100111   0.15234375      1.92e-03    
34018    340   18    0.03956626      000A     0_0000000_00001010   0.03906250      5.04e-04    
34019    340   19    0.02145413      0005     0_0000000_00000101   0.01953125      1.92e-03    
34020    340   20    -0.04478642     800B     1_0000000_00001011   -0.04296875     1.82e-03    
34021    340   21    0.04002606      000A     0_0000000_00001010   0.03906250      9.64e-04    
34022    340   22    -0.07589073     8013     1_0000000_00010011   -0.07421875     1.67e-03    
34023    340   23    0.00475201      0001     0_0000000_00000001   0.00390625      8.46e-04    
34024    340   24    -0.13896994     8024     1_0000000_00100100   -0.14062500     1.66e-03    
34025    340   25    -0.08384710     8015     1_0000000_00010101   -0.08203125     1.82e-03    
34026    340   26    0.02677852      0007     0_0000000_00000111   0.02734375      5.65e-04    
34027    340   27    -0.11501109     801D     1_0000000_00011101   -0.11328125     1.73e-03    
34028    340   28    -0.05370802     800E     1_0000000_00001110   -0.05468750     9.79e-04    
34029    340   29    -0.02878478     8007     1_0000000_00000111   -0.02734375     1.44e-03    
34030    340   30    0.01305925      0003     0_0000000_00000011   0.01171875      1.34e-03    
34031    340   31    -0.03700642     8009     1_0000000_00001001   -0.03515625     1.85e-03    
34032    340   32    0.06908050      0012     0_0000000_00010010   0.07031250      1.23e-03    
34033    340   33    0.02250864      0006     0_0000000_00000110   0.02343750      9.29e-04    
34034    340   34    0.09867048      0019     0_0000000_00011001   0.09765625      1.01e-03    
34035    340   35    -0.04512837     800C     1_0000000_00001100   -0.04687500     1.75e-03    
34036    340   36    0.01274575      0003     0_0000000_00000011   0.01171875      1.03e-03    
34037    340   37    -0.14349690     8025     1_0000000_00100101   -0.14453125     1.03e-03    
34038    340   38    0.04606380      000C     0_0000000_00001100   0.04687500      8.11e-04    
34039    340   39    0.14087433      0024     0_0000000_00100100   0.14062500      2.49e-04    
34040    340   40    -0.00031090     8000     1_0000000_00000000   -0.00000000     3.11e-04    
34041    340   41    -0.11182086     801D     1_0000000_00011101   -0.11328125     1.46e-03    
34042    340   42    -0.02228417     8006     1_0000000_00000110   -0.02343750     1.15e-03    
34043    340   43    -0.11788028     801E     1_0000000_00011110   -0.11718750     6.93e-04    
34044    340   44    0.09217516      0018     0_0000000_00011000   0.09375000      1.57e-03    
34045    340   45    0.13734697      0023     0_0000000_00100011   0.13671875      6.28e-04    
34046    340   46    -0.03040572     8008     1_0000000_00001000   -0.03125000     8.44e-04    
34047    340   47    0.01256237      0003     0_0000000_00000011   0.01171875      8.44e-04    
34048    340   48    -0.03656192     8009     1_0000000_00001001   -0.03515625     1.41e-03    
34049    340   49    0.10959096      001C     0_0000000_00011100   0.10937500      2.16e-04    
34050    340   50    0.04353245      000B     0_0000000_00001011   0.04296875      5.64e-04    
34051    340   51    -0.00152904     8000     1_0000000_00000000   -0.00000000     1.53e-03    
34052    340   52    -0.05342809     800E     1_0000000_00001110   -0.05468750     1.26e-03    
34053    340   53    -0.08268198     8015     1_0000000_00010101   -0.08203125     6.51e-04    
34054    340   54    0.05111631      000D     0_0000000_00001101   0.05078125      3.35e-04    
34055    340   55    -0.01627983     8004     1_0000000_00000100   -0.01562500     6.55e-04    
34056    340   56    -0.01817827     8005     1_0000000_00000101   -0.01953125     1.35e-03    
34057    340   57    -0.01031137     8003     1_0000000_00000011   -0.01171875     1.41e-03    
34058    340   58    0.06131427      0010     0_0000000_00010000   0.06250000      1.19e-03    
34059    340   59    0.04795204      000C     0_0000000_00001100   0.04687500      1.08e-03    
34060    340   60    0.06465650      0011     0_0000000_00010001   0.06640625      1.75e-03    
34061    340   61    0.07805556      0014     0_0000000_00010100   0.07812500      6.94e-05    
34062    340   62    0.00250106      0001     0_0000000_00000001   0.00390625      1.41e-03    
34063    340   63    -0.09013675     8017     1_0000000_00010111   -0.08984375     2.93e-04    
34064    340   64    -0.04948878     800D     1_0000000_00001101   -0.05078125     1.29e-03    
34065    340   65    -0.10990629     801C     1_0000000_00011100   -0.10937500     5.31e-04    
34066    340   66    0.03593643      0009     0_0000000_00001001   0.03515625      7.80e-04    
34067    340   67    -0.07747404     8014     1_0000000_00010100   -0.07812500     6.51e-04    
34068    340   68    0.09070294      0017     0_0000000_00010111   0.08984375      8.59e-04    
34069    340   69    -0.14971776     8026     1_0000000_00100110   -0.14843750     1.28e-03    
34070    340   70    0.08483700      0016     0_0000000_00010110   0.08593750      1.10e-03    
34071    340   71    -0.05776215     800F     1_0000000_00001111   -0.05859375     8.32e-04    
34072    340   72    -0.08106299     8015     1_0000000_00010101   -0.08203125     9.68e-04    
34073    340   73    -0.08711430     8016     1_0000000_00010110   -0.08593750     1.18e-03    
34074    340   74    -0.00936995     8002     1_0000000_00000010   -0.00781250     1.56e-03    
34075    340   75    0.07614255      0013     0_0000000_00010011   0.07421875      1.92e-03    
34076    340   76    -0.01687310     8004     1_0000000_00000100   -0.01562500     1.25e-03    
34077    340   77    -0.03611773     8009     1_0000000_00001001   -0.03515625     9.61e-04    
34078    340   78    0.02870080      0007     0_0000000_00000111   0.02734375      1.36e-03    
34079    340   79    0.08479171      0016     0_0000000_00010110   0.08593750      1.15e-03    
34080    340   80    0.06753457      0011     0_0000000_00010001   0.06640625      1.13e-03    
34081    340   81    0.09668302      0019     0_0000000_00011001   0.09765625      9.73e-04    
34082    340   82    0.07897392      0014     0_0000000_00010100   0.07812500      8.49e-04    
34083    340   83    -0.11636110     801E     1_0000000_00011110   -0.11718750     8.26e-04    
34084    340   84    -0.02022415     8005     1_0000000_00000101   -0.01953125     6.93e-04    
34085    340   85    0.05229565      000D     0_0000000_00001101   0.05078125      1.51e-03    
34086    340   86    0.12220631      001F     0_0000000_00011111   0.12109375      1.11e-03    
34087    340   87    0.09751034      0019     0_0000000_00011001   0.09765625      1.46e-04    
34088    340   88    -0.11176300     801D     1_0000000_00011101   -0.11328125     1.52e-03    
34089    340   89    -0.02486012     8006     1_0000000_00000110   -0.02343750     1.42e-03    
34090    340   90    -0.06694555     8011     1_0000000_00010001   -0.06640625     5.39e-04    
34091    340   91    -0.03304723     8008     1_0000000_00001000   -0.03125000     1.80e-03    
34092    340   92    0.15042374      0027     0_0000000_00100111   0.15234375      1.92e-03    
34093    340   93    -0.12953931     8021     1_0000000_00100001   -0.12890625     6.33e-04    
34094    340   94    -0.05138261     800D     1_0000000_00001101   -0.05078125     6.01e-04    
34095    340   95    -0.12565961     8020     1_0000000_00100000   -0.12500000     6.60e-04    
34096    340   96    0.20650759      0035     0_0000000_00110101   0.20703125      5.24e-04    
34097    340   97    -0.05630162     800E     1_0000000_00001110   -0.05468750     1.61e-03    
34098    340   98    -0.07702333     8014     1_0000000_00010100   -0.07812500     1.10e-03    
34099    340   99    0.17484707      002D     0_0000000_00101101   0.17578125      9.34e-04    
34100    341   0     -0.22053568     8038     1_0000000_00111000   -0.21875000     1.79e-03    
34101    341   1     -0.05531784     800E     1_0000000_00001110   -0.05468750     6.30e-04    
34102    341   2     -0.09700344     8019     1_0000000_00011001   -0.09765625     6.53e-04    
34103    341   3     -0.17694806     802D     1_0000000_00101101   -0.17578125     1.17e-03    
34104    341   4     -0.10755674     801C     1_0000000_00011100   -0.10937500     1.82e-03    
34105    341   5     -0.06838080     8012     1_0000000_00010010   -0.07031250     1.93e-03    
34106    341   6     -0.15334287     8027     1_0000000_00100111   -0.15234375     9.99e-04    
34107    341   7     -0.21279293     8036     1_0000000_00110110   -0.21093750     1.86e-03    
34108    341   8     0.04091166      000A     0_0000000_00001010   0.03906250      1.85e-03    
34109    341   9     -0.40141633     8067     1_0000000_01100111   -0.40234375     9.27e-04    
34110    341   10    0.18611297      0030     0_0000000_00110000   0.18750000      1.39e-03    
34111    341   11    0.34022531      0057     0_0000000_01010111   0.33984375      3.82e-04    
34112    341   12    -0.00589077     8002     1_0000000_00000010   -0.00781250     1.92e-03    
34113    341   13    -0.05256450     800D     1_0000000_00001101   -0.05078125     1.78e-03    
34114    341   14    0.26405945      0044     0_0000000_01000100   0.26562500      1.57e-03    
34115    341   15    -0.02444376     8006     1_0000000_00000110   -0.02343750     1.01e-03    
34116    341   16    -0.04572670     800C     1_0000000_00001100   -0.04687500     1.15e-03    
34117    341   17    0.11292785      001D     0_0000000_00011101   0.11328125      3.53e-04    
34118    341   18    -0.36529028     805E     1_0000000_01011110   -0.36718750     1.90e-03    
34119    341   19    -0.28203410     8048     1_0000000_01001000   -0.28125000     7.84e-04    
34120    341   20    -0.12820379     8021     1_0000000_00100001   -0.12890625     7.02e-04    
34121    341   21    -0.04261070     800B     1_0000000_00001011   -0.04296875     3.58e-04    
34122    341   22    0.11625775      001E     0_0000000_00011110   0.11718750      9.30e-04    
34123    341   23    -0.48893511     807D     1_0000000_01111101   -0.48828125     6.54e-04    
34124    341   24    -0.39737886     8066     1_0000000_01100110   -0.39843750     1.06e-03    
34125    341   25    0.41401786      006A     0_0000000_01101010   0.41406250      4.46e-05    
34126    341   26    0.01527449      0004     0_0000000_00000100   0.01562500      3.51e-04    
34127    341   27    -0.35244712     805A     1_0000000_01011010   -0.35156250     8.85e-04    
34128    341   28    -0.27709997     8047     1_0000000_01000111   -0.27734375     2.44e-04    
34129    341   29    -0.22043119     8038     1_0000000_00111000   -0.21875000     1.68e-03    
34130    341   30    0.12871788      0021     0_0000000_00100001   0.12890625      1.88e-04    
34131    341   31    0.05309909      000E     0_0000000_00001110   0.05468750      1.59e-03    
34132    341   32    0.16520740      002A     0_0000000_00101010   0.16406250      1.14e-03    
34133    341   33    -0.48877001     807D     1_0000000_01111101   -0.48828125     4.89e-04    
34134    341   34    0.01963171      0005     0_0000000_00000101   0.01953125      1.00e-04    
34135    341   35    0.07093759      0012     0_0000000_00010010   0.07031250      6.25e-04    
34136    341   36    0.38077289      0061     0_0000000_01100001   0.37890625      1.87e-03    
34137    341   37    -0.11955304     801F     1_0000000_00011111   -0.12109375     1.54e-03    
34138    341   38    -0.50733495     8082     1_0000000_10000010   -0.50781250     4.78e-04    
34139    341   39    -0.53906476     808A     1_0000000_10001010   -0.53906250     2.26e-06    
34140    341   40    -0.26606843     8044     1_0000000_01000100   -0.26562500     4.43e-04    
34141    341   41    0.29595935      004C     0_0000000_01001100   0.29687500      9.16e-04    
34142    341   42    -0.39070073     8064     1_0000000_01100100   -0.39062500     7.57e-05    
34143    341   43    -0.16661642     802B     1_0000000_00101011   -0.16796875     1.35e-03    
34144    341   44    0.42836130      006E     0_0000000_01101110   0.42968750      1.33e-03    
34145    341   45    -0.31830564     8051     1_0000000_01010001   -0.31640625     1.90e-03    
34146    341   46    -0.24444923     803F     1_0000000_00111111   -0.24609375     1.64e-03    
34147    341   47    -0.23887280     803D     1_0000000_00111101   -0.23828125     5.92e-04    
34148    341   48    0.11125108      001C     0_0000000_00011100   0.10937500      1.88e-03    
34149    341   49    -0.05663151     800E     1_0000000_00001110   -0.05468750     1.94e-03    
34150    341   50    -0.58619791     8096     1_0000000_10010110   -0.58593750     2.60e-04    
34151    341   51    0.71442622      00B7     0_0000000_10110111   0.71484375      4.18e-04    
34152    341   52    0.20362769      0034     0_0000000_00110100   0.20312500      5.03e-04    
34153    341   53    0.43284243      006F     0_0000000_01101111   0.43359375      7.51e-04    
34154    341   54    -0.02611474     8007     1_0000000_00000111   -0.02734375     1.23e-03    
34155    341   55    -0.39314649     8065     1_0000000_01100101   -0.39453125     1.38e-03    
34156    341   56    0.03400948      0009     0_0000000_00001001   0.03515625      1.15e-03    
34157    341   57    0.02986584      0008     0_0000000_00001000   0.03125000      1.38e-03    
34158    341   58    -0.27700517     8047     1_0000000_01000111   -0.27734375     3.39e-04    
34159    341   59    0.55139142      008D     0_0000000_10001101   0.55078125      6.10e-04    
34160    341   60    -0.39867949     8066     1_0000000_01100110   -0.39843750     2.42e-04    
34161    341   61    -0.16990981     802B     1_0000000_00101011   -0.16796875     1.94e-03    
34162    341   62    -0.05753124     800F     1_0000000_00001111   -0.05859375     1.06e-03    
34163    341   63    -0.29677615     804C     1_0000000_01001100   -0.29687500     9.88e-05    
34164    341   64    0.22587326      003A     0_0000000_00111010   0.22656250      6.89e-04    
34165    341   65    0.11185192      001D     0_0000000_00011101   0.11328125      1.43e-03    
34166    341   66    0.19340591      0032     0_0000000_00110010   0.19531250      1.91e-03    
34167    341   67    -0.37914693     8061     1_0000000_01100001   -0.37890625     2.41e-04    
34168    341   68    0.01854957      0005     0_0000000_00000101   0.01953125      9.82e-04    
34169    341   69    0.15373407      0027     0_0000000_00100111   0.15234375      1.39e-03    
34170    341   70    -0.66976058     80AB     1_0000000_10101011   -0.66796875     1.79e-03    
34171    341   71    0.00720006      0002     0_0000000_00000010   0.00781250      6.12e-04    
34172    341   72    0.08611560      0016     0_0000000_00010110   0.08593750      1.78e-04    
34173    341   73    -0.17526112     802D     1_0000000_00101101   -0.17578125     5.20e-04    
34174    341   74    -0.06926555     8012     1_0000000_00010010   -0.07031250     1.05e-03    
34175    341   75    -0.08760799     8016     1_0000000_00010110   -0.08593750     1.67e-03    
34176    341   76    0.32866269      0054     0_0000000_01010100   0.32812500      5.38e-04    
34177    341   77    0.01239352      0003     0_0000000_00000011   0.01171875      6.75e-04    
34178    341   78    0.44438738      0072     0_0000000_01110010   0.44531250      9.25e-04    
34179    341   79    0.11525085      001E     0_0000000_00011110   0.11718750      1.94e-03    
34180    341   80    -0.18574101     8030     1_0000000_00110000   -0.18750000     1.76e-03    
34181    341   81    0.05923140      000F     0_0000000_00001111   0.05859375      6.38e-04    
34182    341   82    0.04598939      000C     0_0000000_00001100   0.04687500      8.86e-04    
34183    341   83    -0.27082053     8045     1_0000000_01000101   -0.26953125     1.29e-03    
34184    341   84    0.06336356      0010     0_0000000_00010000   0.06250000      8.64e-04    
34185    341   85    -0.03077951     8008     1_0000000_00001000   -0.03125000     4.70e-04    
34186    341   86    0.02615774      0007     0_0000000_00000111   0.02734375      1.19e-03    
34187    341   87    0.28205362      0048     0_0000000_01001000   0.28125000      8.04e-04    
34188    341   88    -0.55871654     808F     1_0000000_10001111   -0.55859375     1.23e-04    
34189    341   89    -0.12516218     8020     1_0000000_00100000   -0.12500000     1.62e-04    
34190    341   90    -0.31333369     8050     1_0000000_01010000   -0.31250000     8.34e-04    
34191    341   91    0.02139368      0005     0_0000000_00000101   0.01953125      1.86e-03    
34192    341   92    0.11106176      001C     0_0000000_00011100   0.10937500      1.69e-03    
34193    341   93    -0.49508941     807F     1_0000000_01111111   -0.49609375     1.00e-03    
34194    341   94    0.48254147      007C     0_0000000_01111100   0.48437500      1.83e-03    
34195    341   95    -0.19312298     8031     1_0000000_00110001   -0.19140625     1.72e-03    
34196    341   96    -0.00334581     8001     1_0000000_00000001   -0.00390625     5.60e-04    
34197    341   97    -0.31460696     8051     1_0000000_01010001   -0.31640625     1.80e-03    
34198    341   98    0.26900530      0045     0_0000000_01000101   0.26953125      5.26e-04    
34199    341   99    -0.78593600     80C9     1_0000000_11001001   -0.78515625     7.80e-04    
34200    342   0     0.31822422      0051     0_0000000_01010001   0.31640625      1.82e-03    
34201    342   1     -0.07333441     8013     1_0000000_00010011   -0.07421875     8.84e-04    
34202    342   2     0.26934081      0045     0_0000000_01000101   0.26953125      1.90e-04    
34203    342   3     -0.15188056     8027     1_0000000_00100111   -0.15234375     4.63e-04    
34204    342   4     0.43930179      0070     0_0000000_01110000   0.43750000      1.80e-03    
34205    342   5     0.04462931      000B     0_0000000_00001011   0.04296875      1.66e-03    
34206    342   6     0.15095291      0027     0_0000000_00100111   0.15234375      1.39e-03    
34207    342   7     0.07519905      0013     0_0000000_00010011   0.07421875      9.80e-04    
34208    342   8     -0.13820055     8023     1_0000000_00100011   -0.13671875     1.48e-03    
34209    342   9     -0.10092961     801A     1_0000000_00011010   -0.10156250     6.33e-04    
34210    342   10    -0.08735673     8016     1_0000000_00010110   -0.08593750     1.42e-03    
34211    342   11    0.26666254      0044     0_0000000_01000100   0.26562500      1.04e-03    
34212    342   12    -0.20541884     8035     1_0000000_00110101   -0.20703125     1.61e-03    
34213    342   13    0.13372923      0022     0_0000000_00100010   0.13281250      9.17e-04    
34214    342   14    -0.12618598     8020     1_0000000_00100000   -0.12500000     1.19e-03    
34215    342   15    0.15999843      0029     0_0000000_00101001   0.16015625      1.58e-04    
34216    342   16    0.12572581      0020     0_0000000_00100000   0.12500000      7.26e-04    
34217    342   17    0.12316982      0020     0_0000000_00100000   0.12500000      1.83e-03    
34218    342   18    0.12186569      001F     0_0000000_00011111   0.12109375      7.72e-04    
34219    342   19    0.05009983      000D     0_0000000_00001101   0.05078125      6.81e-04    
34220    342   20    -0.15337561     8027     1_0000000_00100111   -0.15234375     1.03e-03    
34221    342   21    -0.02387876     8006     1_0000000_00000110   -0.02343750     4.41e-04    
34222    342   22    -0.12388598     8020     1_0000000_00100000   -0.12500000     1.11e-03    
34223    342   23    -0.15946643     8029     1_0000000_00101001   -0.16015625     6.90e-04    
34224    342   24    0.04395790      000B     0_0000000_00001011   0.04296875      9.89e-04    
34225    342   25    0.11244377      001D     0_0000000_00011101   0.11328125      8.37e-04    
34226    342   26    -0.02111042     8005     1_0000000_00000101   -0.01953125     1.58e-03    
34227    342   27    0.02505255      0006     0_0000000_00000110   0.02343750      1.62e-03    
34228    342   28    -0.15414882     8027     1_0000000_00100111   -0.15234375     1.81e-03    
34229    342   29    0.15092026      0027     0_0000000_00100111   0.15234375      1.42e-03    
